ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name,ball_speed,out_type,win,man_of_the_match
27.2," Jadeja to Maxwell, 1 run, Jadeja goes for that magic ball again, fullish on leg-stump, Maxwell gets forward and plants his front foot across, turns it to the leg-side to get off the mark ",1st Inns,5th,India,Australia,"India (Playing XI): Rohit Sharma(c), Ishan Kishan, Virat Kohli, Shreyas Iyer, KL Rahul(w), Hardik Pandya, Ravindra Jadeja, Ravichandran Ashwin, Kuldeep Yadav, Jasprit Bumrah, Mohammed Siraj","Australia (Playing XI): David Warner, Mitchell Marsh, Steven Smith, Marnus Labuschagne, Glenn Maxwell, Alex Carey(w), Cameron Green, Pat Cummins(c), Mitchell Starc, Adam Zampa, Josh Hazlewood",,,ICC Cricket World Cup 2023,2023,"MA Chidambaram Stadium,Chennai","Oct 08,2023",Australia have won the toss and have opted to bat,India won by 6 wkts,KL Rahul,AUS,bat,AUS,IND,Maxwell, Jadeja,1,0,Full,leg side,,,,,India won by 6 wkts,KL Rahul
27.1," Jadeja to Smith, out Bowled!! What a ball. First ball after a lengthier break, Jadeja strikes. This is unplayable. Drift in and towards leg-stump, or even just outside the leg-stump, on a good length, then as it lands, it rips right across Smith's forward defence, went a long way and clips the top of off-stump. Smith can only acknowledge the greatness of that delivery with a wry smile. He knows he did not have a chance with that one. Another set batter dismissed just when he was looking dangerous. Smith b Jadeja 46(71) [4s-5] ",1st Inns,5th,India,Australia,"India (Playing XI): Rohit Sharma(c), Ishan Kishan, Virat Kohli, Shreyas Iyer, KL Rahul(w), Hardik Pandya, Ravindra Jadeja, Ravichandran Ashwin, Kuldeep Yadav, Jasprit Bumrah, Mohammed Siraj","Australia (Playing XI): David Warner, Mitchell Marsh, Steven Smith, Marnus Labuschagne, Glenn Maxwell, Alex Carey(w), Cameron Green, Pat Cummins(c), Mitchell Starc, Adam Zampa, Josh Hazlewood",,,ICC Cricket World Cup 2023,2023,"MA Chidambaram Stadium,Chennai","Oct 08,2023",Australia have won the toss and have opted to bat,India won by 6 wkts,KL Rahul,AUS,bat,AUS,IND,Smith, Jadeja,out,out,Good,,defence,edge,,bowled,India won by 6 wkts,KL Rahul
26.6," Kuldeep Yadav to Smith, 1 run, turns in from a good length on the stumps, Smith stays leg-side and punches to long-off ",1st Inns,5th,India,Australia,"India (Playing XI): Rohit Sharma(c), Ishan Kishan, Virat Kohli, Shreyas Iyer, KL Rahul(w), Hardik Pandya, Ravindra Jadeja, Ravichandran Ashwin, Kuldeep Yadav, Jasprit Bumrah, Mohammed Siraj","Australia (Playing XI): David Warner, Mitchell Marsh, Steven Smith, Marnus Labuschagne, Glenn Maxwell, Alex Carey(w), Cameron Green, Pat Cummins(c), Mitchell Starc, Adam Zampa, Josh Hazlewood",,,ICC Cricket World Cup 2023,2023,"MA Chidambaram Stadium,Chennai","Oct 08,2023",Australia have won the toss and have opted to bat,India won by 6 wkts,KL Rahul,AUS,bat,AUS,IND,Smith, Kuldeep Yadav,1,0,Good,stump line,long-off,,,,India won by 6 wkts,KL Rahul
26.5," Kuldeep Yadav to Labuschagne, 1 run, now Hardik saves three. A good length delivery outside off, Labuschagne goes on the back foot and punches wide of Hardik, who dives to his left at cover and saves three ",1st Inns,5th,India,Australia,"India (Playing XI): Rohit Sharma(c), Ishan Kishan, Virat Kohli, Shreyas Iyer, KL Rahul(w), Hardik Pandya, Ravindra Jadeja, Ravichandran Ashwin, Kuldeep Yadav, Jasprit Bumrah, Mohammed Siraj","Australia (Playing XI): David Warner, Mitchell Marsh, Steven Smith, Marnus Labuschagne, Glenn Maxwell, Alex Carey(w), Cameron Green, Pat Cummins(c), Mitchell Starc, Adam Zampa, Josh Hazlewood",,,ICC Cricket World Cup 2023,2023,"MA Chidambaram Stadium,Chennai","Oct 08,2023",Australia have won the toss and have opted to bat,India won by 6 wkts,KL Rahul,AUS,bat,AUS,IND,Labuschagne, Kuldeep Yadav,1,0,Good,off side,cover,,,,India won by 6 wkts,KL Rahul
26.4," Kuldeep Yadav to Labuschagne, 2 runs, cute and Ishan does well at fine-leg, saves two as he gets across and cuts it off with a dive. Labuschagne sinks low and shuffles across to lap with no 45 man there, but Ishan does well ",1st Inns,5th,India,Australia,"India (Playing XI): Rohit Sharma(c), Ishan Kishan, Virat Kohli, Shreyas Iyer, KL Rahul(w), Hardik Pandya, Ravindra Jadeja, Ravichandran Ashwin, Kuldeep Yadav, Jasprit Bumrah, Mohammed Siraj","Australia (Playing XI): David Warner, Mitchell Marsh, Steven Smith, Marnus Labuschagne, Glenn Maxwell, Alex Carey(w), Cameron Green, Pat Cummins(c), Mitchell Starc, Adam Zampa, Josh Hazlewood",,,ICC Cricket World Cup 2023,2023,"MA Chidambaram Stadium,Chennai","Oct 08,2023",Australia have won the toss and have opted to bat,India won by 6 wkts,KL Rahul,AUS,bat,AUS,IND,Labuschagne, Kuldeep Yadav,2,0,,,,cut shot,,,India won by 6 wkts,KL Rahul
26.3," Kuldeep Yadav to Smith, 1 run, flat length delivery outside off, Smith gets low and sweeps between backward square leg and square leg ",1st Inns,5th,India,Australia,"India (Playing XI): Rohit Sharma(c), Ishan Kishan, Virat Kohli, Shreyas Iyer, KL Rahul(w), Hardik Pandya, Ravindra Jadeja, Ravichandran Ashwin, Kuldeep Yadav, Jasprit Bumrah, Mohammed Siraj","Australia (Playing XI): David Warner, Mitchell Marsh, Steven Smith, Marnus Labuschagne, Glenn Maxwell, Alex Carey(w), Cameron Green, Pat Cummins(c), Mitchell Starc, Adam Zampa, Josh Hazlewood",,,ICC Cricket World Cup 2023,2023,"MA Chidambaram Stadium,Chennai","Oct 08,2023",Australia have won the toss and have opted to bat,India won by 6 wkts,KL Rahul,AUS,bat,AUS,IND,Smith, Kuldeep Yadav,1,0,Good,off side,square leg,,,,India won by 6 wkts,KL Rahul
26.2," Kuldeep Yadav to Labuschagne, 1 run, tossed up fullish outside off, Labuschagne reverse-sweeps wide of short third man and Ashwin is there ",1st Inns,5th,India,Australia,"India (Playing XI): Rohit Sharma(c), Ishan Kishan, Virat Kohli, Shreyas Iyer, KL Rahul(w), Hardik Pandya, Ravindra Jadeja, Ravichandran Ashwin, Kuldeep Yadav, Jasprit Bumrah, Mohammed Siraj","Australia (Playing XI): David Warner, Mitchell Marsh, Steven Smith, Marnus Labuschagne, Glenn Maxwell, Alex Carey(w), Cameron Green, Pat Cummins(c), Mitchell Starc, Adam Zampa, Josh Hazlewood",,,ICC Cricket World Cup 2023,2023,"MA Chidambaram Stadium,Chennai","Oct 08,2023",Australia have won the toss and have opted to bat,India won by 6 wkts,KL Rahul,AUS,bat,AUS,IND,Labuschagne, Kuldeep Yadav,1,0,Full toss,off side,short third man,,,,India won by 6 wkts,KL Rahul
26.1," Kuldeep Yadav to Labuschagne, no run, fullish and just outside off, Labuschagne goes on the back foot to steer and misses, too close to play that shot ",1st Inns,5th,India,Australia,"India (Playing XI): Rohit Sharma(c), Ishan Kishan, Virat Kohli, Shreyas Iyer, KL Rahul(w), Hardik Pandya, Ravindra Jadeja, Ravichandran Ashwin, Kuldeep Yadav, Jasprit Bumrah, Mohammed Siraj","Australia (Playing XI): David Warner, Mitchell Marsh, Steven Smith, Marnus Labuschagne, Glenn Maxwell, Alex Carey(w), Cameron Green, Pat Cummins(c), Mitchell Starc, Adam Zampa, Josh Hazlewood",,,ICC Cricket World Cup 2023,2023,"MA Chidambaram Stadium,Chennai","Oct 08,2023",Australia have won the toss and have opted to bat,India won by 6 wkts,KL Rahul,AUS,bat,AUS,IND,Labuschagne, Kuldeep Yadav,0,0,Full,off side,,beaten,,,India won by 6 wkts,KL Rahul
25.6," Jadeja to Smith, no run, flat good length just outside off, punched to cover ",1st Inns,5th,India,Australia,"India (Playing XI): Rohit Sharma(c), Ishan Kishan, Virat Kohli, Shreyas Iyer, KL Rahul(w), Hardik Pandya, Ravindra Jadeja, Ravichandran Ashwin, Kuldeep Yadav, Jasprit Bumrah, Mohammed Siraj","Australia (Playing XI): David Warner, Mitchell Marsh, Steven Smith, Marnus Labuschagne, Glenn Maxwell, Alex Carey(w), Cameron Green, Pat Cummins(c), Mitchell Starc, Adam Zampa, Josh Hazlewood",,,ICC Cricket World Cup 2023,2023,"MA Chidambaram Stadium,Chennai","Oct 08,2023",Australia have won the toss and have opted to bat,India won by 6 wkts,KL Rahul,AUS,bat,AUS,IND,Smith, Jadeja,0,0,Good,off side,cover,,,,India won by 6 wkts,KL Rahul
25.5," Jadeja to Labuschagne, 1 run, good length on the stumps, no turn, Labuschagne goes on the back foot to punch to long-on ",1st Inns,5th,India,Australia,"India (Playing XI): Rohit Sharma(c), Ishan Kishan, Virat Kohli, Shreyas Iyer, KL Rahul(w), Hardik Pandya, Ravindra Jadeja, Ravichandran Ashwin, Kuldeep Yadav, Jasprit Bumrah, Mohammed Siraj","Australia (Playing XI): David Warner, Mitchell Marsh, Steven Smith, Marnus Labuschagne, Glenn Maxwell, Alex Carey(w), Cameron Green, Pat Cummins(c), Mitchell Starc, Adam Zampa, Josh Hazlewood",,,ICC Cricket World Cup 2023,2023,"MA Chidambaram Stadium,Chennai","Oct 08,2023",Australia have won the toss and have opted to bat,India won by 6 wkts,KL Rahul,AUS,bat,AUS,IND,Labuschagne, Jadeja,1,0,Good,stump line,long-on,,,,India won by 6 wkts,KL Rahul
25.4," Jadeja to Labuschagne, no run, now the leading-edge doesn't carry back to Jadeja, fullish on middle-stump, Labuschagne flicks early and gets lucky ",1st Inns,5th,India,Australia,"India (Playing XI): Rohit Sharma(c), Ishan Kishan, Virat Kohli, Shreyas Iyer, KL Rahul(w), Hardik Pandya, Ravindra Jadeja, Ravichandran Ashwin, Kuldeep Yadav, Jasprit Bumrah, Mohammed Siraj","Australia (Playing XI): David Warner, Mitchell Marsh, Steven Smith, Marnus Labuschagne, Glenn Maxwell, Alex Carey(w), Cameron Green, Pat Cummins(c), Mitchell Starc, Adam Zampa, Josh Hazlewood",,,ICC Cricket World Cup 2023,2023,"MA Chidambaram Stadium,Chennai","Oct 08,2023",Australia have won the toss and have opted to bat,India won by 6 wkts,KL Rahul,AUS,bat,AUS,IND,Labuschagne, Jadeja,0,0,Full,stump line,,edge,,,India won by 6 wkts,KL Rahul
25.3," Jadeja to Labuschagne, no run, fullish on the stumps, Labuschagne shows the full face of the bat to drive it back ",1st Inns,5th,India,Australia,"India (Playing XI): Rohit Sharma(c), Ishan Kishan, Virat Kohli, Shreyas Iyer, KL Rahul(w), Hardik Pandya, Ravindra Jadeja, Ravichandran Ashwin, Kuldeep Yadav, Jasprit Bumrah, Mohammed Siraj","Australia (Playing XI): David Warner, Mitchell Marsh, Steven Smith, Marnus Labuschagne, Glenn Maxwell, Alex Carey(w), Cameron Green, Pat Cummins(c), Mitchell Starc, Adam Zampa, Josh Hazlewood",,,ICC Cricket World Cup 2023,2023,"MA Chidambaram Stadium,Chennai","Oct 08,2023",Australia have won the toss and have opted to bat,India won by 6 wkts,KL Rahul,AUS,bat,AUS,IND,Labuschagne, Jadeja,0,0,Full,stump line,,drive,,,India won by 6 wkts,KL Rahul
25.2," Jadeja to Labuschagne, no run, quicker on leg-stump, Labuschagne flicks and gets an inside-edge onto the pad ",1st Inns,5th,India,Australia,"India (Playing XI): Rohit Sharma(c), Ishan Kishan, Virat Kohli, Shreyas Iyer, KL Rahul(w), Hardik Pandya, Ravindra Jadeja, Ravichandran Ashwin, Kuldeep Yadav, Jasprit Bumrah, Mohammed Siraj","Australia (Playing XI): David Warner, Mitchell Marsh, Steven Smith, Marnus Labuschagne, Glenn Maxwell, Alex Carey(w), Cameron Green, Pat Cummins(c), Mitchell Starc, Adam Zampa, Josh Hazlewood",,,ICC Cricket World Cup 2023,2023,"MA Chidambaram Stadium,Chennai","Oct 08,2023",Australia have won the toss and have opted to bat,India won by 6 wkts,KL Rahul,AUS,bat,AUS,IND,Labuschagne, Jadeja,0,0,,leg side,,edge,,,India won by 6 wkts,KL Rahul
25.1," Jadeja to Smith, 1 run, just short of the onrushing Siraj at long-off. Siraj was late to react and the chance goes. Grips and turns away from outside off, Smith wanted to loft inside-out, but drags it straight ",1st Inns,5th,India,Australia,"India (Playing XI): Rohit Sharma(c), Ishan Kishan, Virat Kohli, Shreyas Iyer, KL Rahul(w), Hardik Pandya, Ravindra Jadeja, Ravichandran Ashwin, Kuldeep Yadav, Jasprit Bumrah, Mohammed Siraj","Australia (Playing XI): David Warner, Mitchell Marsh, Steven Smith, Marnus Labuschagne, Glenn Maxwell, Alex Carey(w), Cameron Green, Pat Cummins(c), Mitchell Starc, Adam Zampa, Josh Hazlewood",,,ICC Cricket World Cup 2023,2023,"MA Chidambaram Stadium,Chennai","Oct 08,2023",Australia have won the toss and have opted to bat,India won by 6 wkts,KL Rahul,AUS,bat,AUS,IND,Smith, Jadeja,1,0,Short,off side,long-off,,,,India won by 6 wkts,KL Rahul
24.6," Siraj to Smith, 1 run, good length on off and middle, tucked to deep square leg and Ishan fields but slips, still it's just a run ",1st Inns,5th,India,Australia,"India (Playing XI): Rohit Sharma(c), Ishan Kishan, Virat Kohli, Shreyas Iyer, KL Rahul(w), Hardik Pandya, Ravindra Jadeja, Ravichandran Ashwin, Kuldeep Yadav, Jasprit Bumrah, Mohammed Siraj","Australia (Playing XI): David Warner, Mitchell Marsh, Steven Smith, Marnus Labuschagne, Glenn Maxwell, Alex Carey(w), Cameron Green, Pat Cummins(c), Mitchell Starc, Adam Zampa, Josh Hazlewood",,,ICC Cricket World Cup 2023,2023,"MA Chidambaram Stadium,Chennai","Oct 08,2023",Australia have won the toss and have opted to bat,India won by 6 wkts,KL Rahul,AUS,bat,AUS,IND,Smith, Siraj,1,0,Good,off side,deep square,,,,India won by 6 wkts,KL Rahul
24.5," Siraj to Smith, no run, stump-to-stump line, on a good length on the stumps, defended to the short mid-wicket region ",1st Inns,5th,India,Australia,"India (Playing XI): Rohit Sharma(c), Ishan Kishan, Virat Kohli, Shreyas Iyer, KL Rahul(w), Hardik Pandya, Ravindra Jadeja, Ravichandran Ashwin, Kuldeep Yadav, Jasprit Bumrah, Mohammed Siraj","Australia (Playing XI): David Warner, Mitchell Marsh, Steven Smith, Marnus Labuschagne, Glenn Maxwell, Alex Carey(w), Cameron Green, Pat Cummins(c), Mitchell Starc, Adam Zampa, Josh Hazlewood",,,ICC Cricket World Cup 2023,2023,"MA Chidambaram Stadium,Chennai","Oct 08,2023",Australia have won the toss and have opted to bat,India won by 6 wkts,KL Rahul,AUS,bat,AUS,IND,Smith, Siraj,0,0,Good,stump line,mid-wicket,defend,,,India won by 6 wkts,KL Rahul
24.4," Siraj to Smith, no run, fullish and angling into middle, flicked straight to the fielder at mid-wicket ",1st Inns,5th,India,Australia,"India (Playing XI): Rohit Sharma(c), Ishan Kishan, Virat Kohli, Shreyas Iyer, KL Rahul(w), Hardik Pandya, Ravindra Jadeja, Ravichandran Ashwin, Kuldeep Yadav, Jasprit Bumrah, Mohammed Siraj","Australia (Playing XI): David Warner, Mitchell Marsh, Steven Smith, Marnus Labuschagne, Glenn Maxwell, Alex Carey(w), Cameron Green, Pat Cummins(c), Mitchell Starc, Adam Zampa, Josh Hazlewood",,,ICC Cricket World Cup 2023,2023,"MA Chidambaram Stadium,Chennai","Oct 08,2023",Australia have won the toss and have opted to bat,India won by 6 wkts,KL Rahul,AUS,bat,AUS,IND,Smith, Siraj,0,0,Full,,straight,flick shot,,,India won by 6 wkts,KL Rahul
24.3," Siraj to Smith, no run, woah! Siraj and Smith exchange smiles. Full outside off, Smith wanted to get low and scoop it, but seeing the line, wanted to steer it, misses ",1st Inns,5th,India,Australia,"India (Playing XI): Rohit Sharma(c), Ishan Kishan, Virat Kohli, Shreyas Iyer, KL Rahul(w), Hardik Pandya, Ravindra Jadeja, Ravichandran Ashwin, Kuldeep Yadav, Jasprit Bumrah, Mohammed Siraj","Australia (Playing XI): David Warner, Mitchell Marsh, Steven Smith, Marnus Labuschagne, Glenn Maxwell, Alex Carey(w), Cameron Green, Pat Cummins(c), Mitchell Starc, Adam Zampa, Josh Hazlewood",,,ICC Cricket World Cup 2023,2023,"MA Chidambaram Stadium,Chennai","Oct 08,2023",Australia have won the toss and have opted to bat,India won by 6 wkts,KL Rahul,AUS,bat,AUS,IND,Smith, Siraj,0,0,Full,off side,,beaten,,,India won by 6 wkts,KL Rahul
24.2," Siraj to Labuschagne, 1 run, full and drifting into middle-stump, flicked wide of the diving mid-wicket ",1st Inns,5th,India,Australia,"India (Playing XI): Rohit Sharma(c), Ishan Kishan, Virat Kohli, Shreyas Iyer, KL Rahul(w), Hardik Pandya, Ravindra Jadeja, Ravichandran Ashwin, Kuldeep Yadav, Jasprit Bumrah, Mohammed Siraj","Australia (Playing XI): David Warner, Mitchell Marsh, Steven Smith, Marnus Labuschagne, Glenn Maxwell, Alex Carey(w), Cameron Green, Pat Cummins(c), Mitchell Starc, Adam Zampa, Josh Hazlewood",,,ICC Cricket World Cup 2023,2023,"MA Chidambaram Stadium,Chennai","Oct 08,2023",Australia have won the toss and have opted to bat,India won by 6 wkts,KL Rahul,AUS,bat,AUS,IND,Labuschagne, Siraj,1,0,Full,wide,mid-wicket,flick shot,,,India won by 6 wkts,KL Rahul
24.1," Siraj to Labuschagne, 2 runs, full but drifting into the pads, flicked away through backward square leg for two ",1st Inns,5th,India,Australia,"India (Playing XI): Rohit Sharma(c), Ishan Kishan, Virat Kohli, Shreyas Iyer, KL Rahul(w), Hardik Pandya, Ravindra Jadeja, Ravichandran Ashwin, Kuldeep Yadav, Jasprit Bumrah, Mohammed Siraj","Australia (Playing XI): David Warner, Mitchell Marsh, Steven Smith, Marnus Labuschagne, Glenn Maxwell, Alex Carey(w), Cameron Green, Pat Cummins(c), Mitchell Starc, Adam Zampa, Josh Hazlewood",,,ICC Cricket World Cup 2023,2023,"MA Chidambaram Stadium,Chennai","Oct 08,2023",Australia have won the toss and have opted to bat,India won by 6 wkts,KL Rahul,AUS,bat,AUS,IND,Labuschagne, Siraj,2,0,Full,,square leg,flick shot,,,India won by 6 wkts,KL Rahul
23.6," Jadeja to Labuschagne, 1 run, drifting into leg-stump, tucked to deep backward square leg ",1st Inns,5th,India,Australia,"India (Playing XI): Rohit Sharma(c), Ishan Kishan, Virat Kohli, Shreyas Iyer, KL Rahul(w), Hardik Pandya, Ravindra Jadeja, Ravichandran Ashwin, Kuldeep Yadav, Jasprit Bumrah, Mohammed Siraj","Australia (Playing XI): David Warner, Mitchell Marsh, Steven Smith, Marnus Labuschagne, Glenn Maxwell, Alex Carey(w), Cameron Green, Pat Cummins(c), Mitchell Starc, Adam Zampa, Josh Hazlewood",,,ICC Cricket World Cup 2023,2023,"MA Chidambaram Stadium,Chennai","Oct 08,2023",Australia have won the toss and have opted to bat,India won by 6 wkts,KL Rahul,AUS,bat,AUS,IND,Labuschagne, Jadeja,1,0,,,deep backward square,,,,India won by 6 wkts,KL Rahul
23.5," Jadeja to Labuschagne, no run, flat good length on the stumps, punched to short mid-wicket ",1st Inns,5th,India,Australia,"India (Playing XI): Rohit Sharma(c), Ishan Kishan, Virat Kohli, Shreyas Iyer, KL Rahul(w), Hardik Pandya, Ravindra Jadeja, Ravichandran Ashwin, Kuldeep Yadav, Jasprit Bumrah, Mohammed Siraj","Australia (Playing XI): David Warner, Mitchell Marsh, Steven Smith, Marnus Labuschagne, Glenn Maxwell, Alex Carey(w), Cameron Green, Pat Cummins(c), Mitchell Starc, Adam Zampa, Josh Hazlewood",,,ICC Cricket World Cup 2023,2023,"MA Chidambaram Stadium,Chennai","Oct 08,2023",Australia have won the toss and have opted to bat,India won by 6 wkts,KL Rahul,AUS,bat,AUS,IND,Labuschagne, Jadeja,0,0,Good,stump line,mid-wicket,,,,India won by 6 wkts,KL Rahul
23.4," Jadeja to Smith, 1 run, flat length delivery outside off, Smith rocks back and cuts hard to sweeper cover. Kuldeep is there and does well ",1st Inns,5th,India,Australia,"India (Playing XI): Rohit Sharma(c), Ishan Kishan, Virat Kohli, Shreyas Iyer, KL Rahul(w), Hardik Pandya, Ravindra Jadeja, Ravichandran Ashwin, Kuldeep Yadav, Jasprit Bumrah, Mohammed Siraj","Australia (Playing XI): David Warner, Mitchell Marsh, Steven Smith, Marnus Labuschagne, Glenn Maxwell, Alex Carey(w), Cameron Green, Pat Cummins(c), Mitchell Starc, Adam Zampa, Josh Hazlewood",,,ICC Cricket World Cup 2023,2023,"MA Chidambaram Stadium,Chennai","Oct 08,2023",Australia have won the toss and have opted to bat,India won by 6 wkts,KL Rahul,AUS,bat,AUS,IND,Smith, Jadeja,1,0,Good,off side,sweeper,cut shot,,,India won by 6 wkts,KL Rahul
23.3," Jadeja to Labuschagne, 1 run, good length and down the leg-side, tucked through backward square leg ",1st Inns,5th,India,Australia,"India (Playing XI): Rohit Sharma(c), Ishan Kishan, Virat Kohli, Shreyas Iyer, KL Rahul(w), Hardik Pandya, Ravindra Jadeja, Ravichandran Ashwin, Kuldeep Yadav, Jasprit Bumrah, Mohammed Siraj","Australia (Playing XI): David Warner, Mitchell Marsh, Steven Smith, Marnus Labuschagne, Glenn Maxwell, Alex Carey(w), Cameron Green, Pat Cummins(c), Mitchell Starc, Adam Zampa, Josh Hazlewood",,,ICC Cricket World Cup 2023,2023,"MA Chidambaram Stadium,Chennai","Oct 08,2023",Australia have won the toss and have opted to bat,India won by 6 wkts,KL Rahul,AUS,bat,AUS,IND,Labuschagne, Jadeja,1,0,Good,,square leg,,,,India won by 6 wkts,KL Rahul
23.2," Jadeja to Smith, 1 run, tossed up full on the stumps, Smith gets forward to drive to long-off ",1st Inns,5th,India,Australia,"India (Playing XI): Rohit Sharma(c), Ishan Kishan, Virat Kohli, Shreyas Iyer, KL Rahul(w), Hardik Pandya, Ravindra Jadeja, Ravichandran Ashwin, Kuldeep Yadav, Jasprit Bumrah, Mohammed Siraj","Australia (Playing XI): David Warner, Mitchell Marsh, Steven Smith, Marnus Labuschagne, Glenn Maxwell, Alex Carey(w), Cameron Green, Pat Cummins(c), Mitchell Starc, Adam Zampa, Josh Hazlewood",,,ICC Cricket World Cup 2023,2023,"MA Chidambaram Stadium,Chennai","Oct 08,2023",Australia have won the toss and have opted to bat,India won by 6 wkts,KL Rahul,AUS,bat,AUS,IND,Smith, Jadeja,1,0,Full toss,stump line,long-off,off drive,,,India won by 6 wkts,KL Rahul
23.1," Jadeja to Labuschagne, leg byes, 1 run, pitches outside the leg-stump, slides down, Labuschagne misses the glance, off the pad wide of short fine-leg ",1st Inns,5th,India,Australia,"India (Playing XI): Rohit Sharma(c), Ishan Kishan, Virat Kohli, Shreyas Iyer, KL Rahul(w), Hardik Pandya, Ravindra Jadeja, Ravichandran Ashwin, Kuldeep Yadav, Jasprit Bumrah, Mohammed Siraj","Australia (Playing XI): David Warner, Mitchell Marsh, Steven Smith, Marnus Labuschagne, Glenn Maxwell, Alex Carey(w), Cameron Green, Pat Cummins(c), Mitchell Starc, Adam Zampa, Josh Hazlewood",,,ICC Cricket World Cup 2023,2023,"MA Chidambaram Stadium,Chennai","Oct 08,2023",Australia have won the toss and have opted to bat,India won by 6 wkts,KL Rahul,AUS,bat,AUS,IND,Labuschagne, Jadeja,byes,1,Short,wide,short fine,beaten,,,India won by 6 wkts,KL Rahul
22.6," Siraj to Smith, no run, again stump-to-stump line from Siraj, no seam or swing, good length on the stumps, punched back and Siraj stops it to his right ",1st Inns,5th,India,Australia,"India (Playing XI): Rohit Sharma(c), Ishan Kishan, Virat Kohli, Shreyas Iyer, KL Rahul(w), Hardik Pandya, Ravindra Jadeja, Ravichandran Ashwin, Kuldeep Yadav, Jasprit Bumrah, Mohammed Siraj","Australia (Playing XI): David Warner, Mitchell Marsh, Steven Smith, Marnus Labuschagne, Glenn Maxwell, Alex Carey(w), Cameron Green, Pat Cummins(c), Mitchell Starc, Adam Zampa, Josh Hazlewood",,,ICC Cricket World Cup 2023,2023,"MA Chidambaram Stadium,Chennai","Oct 08,2023",Australia have won the toss and have opted to bat,India won by 6 wkts,KL Rahul,AUS,bat,AUS,IND,Smith, Siraj,0,0,Good,stump line,,,,,India won by 6 wkts,KL Rahul
22.5," Siraj to Smith, no run, five men inside the ring for Siraj. Tight good length delivery on off, Smith looks for a drop and run to backward point, but Labuschagne sends him back ",1st Inns,5th,India,Australia,"India (Playing XI): Rohit Sharma(c), Ishan Kishan, Virat Kohli, Shreyas Iyer, KL Rahul(w), Hardik Pandya, Ravindra Jadeja, Ravichandran Ashwin, Kuldeep Yadav, Jasprit Bumrah, Mohammed Siraj","Australia (Playing XI): David Warner, Mitchell Marsh, Steven Smith, Marnus Labuschagne, Glenn Maxwell, Alex Carey(w), Cameron Green, Pat Cummins(c), Mitchell Starc, Adam Zampa, Josh Hazlewood",,,ICC Cricket World Cup 2023,2023,"MA Chidambaram Stadium,Chennai","Oct 08,2023",Australia have won the toss and have opted to bat,India won by 6 wkts,KL Rahul,AUS,bat,AUS,IND,Smith, Siraj,0,0,Good,off side,backward point,,,,India won by 6 wkts,KL Rahul
22.4," Siraj to Labuschagne, 1 run, dug in short on the stumps, Labuschagne goes on the back foot to pull, mistimed wide of mid-wicket ",1st Inns,5th,India,Australia,"India (Playing XI): Rohit Sharma(c), Ishan Kishan, Virat Kohli, Shreyas Iyer, KL Rahul(w), Hardik Pandya, Ravindra Jadeja, Ravichandran Ashwin, Kuldeep Yadav, Jasprit Bumrah, Mohammed Siraj","Australia (Playing XI): David Warner, Mitchell Marsh, Steven Smith, Marnus Labuschagne, Glenn Maxwell, Alex Carey(w), Cameron Green, Pat Cummins(c), Mitchell Starc, Adam Zampa, Josh Hazlewood",,,ICC Cricket World Cup 2023,2023,"MA Chidambaram Stadium,Chennai","Oct 08,2023",Australia have won the toss and have opted to bat,India won by 6 wkts,KL Rahul,AUS,bat,AUS,IND,Labuschagne, Siraj,1,0,Short,stump line,mid-wicket,pull shot,,,India won by 6 wkts,KL Rahul
22.3," Siraj to Labuschagne, 2 runs, cross-seam good length just outside off, Labuschagne runs it down wide of third man, good diving stop from third man who gets across and cuts it off ",1st Inns,5th,India,Australia,"India (Playing XI): Rohit Sharma(c), Ishan Kishan, Virat Kohli, Shreyas Iyer, KL Rahul(w), Hardik Pandya, Ravindra Jadeja, Ravichandran Ashwin, Kuldeep Yadav, Jasprit Bumrah, Mohammed Siraj","Australia (Playing XI): David Warner, Mitchell Marsh, Steven Smith, Marnus Labuschagne, Glenn Maxwell, Alex Carey(w), Cameron Green, Pat Cummins(c), Mitchell Starc, Adam Zampa, Josh Hazlewood",,,ICC Cricket World Cup 2023,2023,"MA Chidambaram Stadium,Chennai","Oct 08,2023",Australia have won the toss and have opted to bat,India won by 6 wkts,KL Rahul,AUS,bat,AUS,IND,Labuschagne, Siraj,2,0,Good,off side,third man,late cut,,,India won by 6 wkts,KL Rahul
